CBSA Code,Metro Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County,State Abbreviation
13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",St. Clair County,Alabama,01,115,Outlying,AL
13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Shelby County,Alabama,01,117,Central,AL
13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Walker County,Alabama,01,127,Outlying,AL
13900,,,"Bismarck, ND",Metropolitan Statistical Area,,,Burleigh County,North Dakota,38,015,Central,ND
13900,,,"Bismarck, ND",Metropolitan Statistical Area,,,Morton County,North Dakota,38,059,Central,ND
13900,,,"Bismarck, ND",Metropolitan Statistical Area,,,Oliver County,North Dakota,38,065,Outlying,ND
13900,,,"Bismarck, ND",Metropolitan Statistical Area,,,Sioux County,North Dakota,38,085,Outlying,ND
13940,,292,"Blackfoot, ID",Micropolitan Statistical Area,,"Idaho Falls-Rexburg-Blackfoot, ID",Bingham County,Idaho,16,011,Central,ID
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Floyd County,Virginia,51,063,Outlying,VA
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Giles County,Virginia,51,071,Outlying,VA
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Montgomery County,Virginia,51,121,Central,VA
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Pulaski County,Virginia,51,155,Outlying,VA
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Radford city,Virginia,51,750,Central,VA
14010,,145,"Bloomington, IL",Metropolitan Statistical Area,,"Bloomington-Pontiac, IL",De Witt County,Illinois,17,039,Outlying,IL
14010,,145,"Bloomington, IL",Metropolitan Statistical Area,,"Bloomington-Pontiac, IL",McLean County,Illinois,17,113,Central,IL
14020,,144,"Bloomington, IN",Metropolitan Statistical Area,,"Bloomington-Bedford, IN",Monroe County,Indiana,18,105,Central,IN
14020,,144,"Bloomington, IN",Metropolitan Statistical Area,,"Bloomington-Bedford, IN",Owen County,Indiana,18,119,Outlying,IN
14100,,146,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,,"Bloomsburg-Berwick-Sunbury, PA",Columbia County,Pennsylvania,42,037,Central,PA
14100,,146,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,,"Bloomsburg-Berwick-Sunbury, PA",Montour County,Pennsylvania,42,093,Central,PA
14140,,,"Bluefield, WV-VA",Micropolitan Statistical Area,,,Tazewell County,Virginia,51,185,Central,VA
14140,,,"Bluefield, WV-VA",Micropolitan Statistical Area,,,Mercer County,West Virginia,54,055,Central,WV
14180,,,"Blytheville, AR",Micropolitan Statistical Area,,,Mississippi County,Arkansas,05,093,Central,AR
14220,,406,"Bogalusa, LA",Micropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Washington Parish,Louisiana,22,117,Central,LA
14260,,147,"Boise City, ID",Metropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Ada County,Idaho,16,001,Central,ID
14260,,147,"Boise City, ID",Metropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Boise County,Idaho,16,015,Outlying,ID
14260,,147,"Boise City, ID",Metropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Canyon County,Idaho,16,027,Outlying,ID
14260,,147,"Boise City, ID",Metropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Gem County,Idaho,16,045,Outlying,ID
14260,,147,"Boise City, ID",Metropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Owyhee County,Idaho,16,073,Outlying,ID
14340,,218,"Boone, IA",Micropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Boone County,Iowa,19,015,Central,IA
14380,,,"Boone, NC",Micropolitan Statistical Area,,,Watauga County,North Carolina,37,189,Central,NC
14420,,108,"Borger, TX",Micropolitan Statistical Area,,"Amarillo-Borger, TX",Hutchinson County,Texas,48,233,Central,TX
14460,14454,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Norfolk County,Massachusetts,25,021,Central,MA
14460,14454,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Plymouth County,Massachusetts,25,023,Central,MA
14460,14454,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Suffolk County,Massachusetts,25,025,Central,MA
14460,15764,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Cambridge-Newton-Framingham, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Essex County,Massachusetts,25,009,Central,MA
14460,15764,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Cambridge-Newton-Framingham, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Middlesex County,Massachusetts,25,017,Central,MA
14460,40484,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Rockingham County-Strafford County, NH","Boston-Worcester-Providence, MA-RI-NH-CT",Rockingham County,New Hampshire,33,015,Central,NH
14460,40484,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Rockingham County-Strafford County, NH","Boston-Worcester-Providence, MA-RI-NH-CT",Strafford County,New Hampshire,33,017,Outlying,NH
14500,,216,"Boulder, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Boulder County,Colorado,08,013,Central,CO
14540,,150,"Bowling Green, KY",Metropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Allen County,Kentucky,21,003,Outlying,KY
14540,,150,"Bowling Green, KY",Metropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Butler County,Kentucky,21,031,Outlying,KY
14540,,150,"Bowling Green, KY",Metropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Edmonson County,Kentucky,21,061,Outlying,KY
14540,,150,"Bowling Green, KY",Metropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Warren County,Kentucky,21,227,Central,KY
14580,,,"Bozeman, MT",Micropolitan Statistical Area,,,Gallatin County,Montana,30,031,Central,MT
14620,,,"Bradford, PA",Micropolitan Statistical Area,,,McKean County,Pennsylvania,42,083,Central,PA
14660,,,"Brainerd, MN",Micropolitan Statistical Area,,,Cass County,Minnesota,27,021,Outlying,MN
14660,,,"Brainerd, MN",Micropolitan Statistical Area,,,Crow Wing County,Minnesota,27,035,Central,MN
14700,,520,"Branson, MO",Micropolitan Statistical Area,,"Springfield-Branson, MO",Stone County,Missouri,29,209,Outlying,MO
14700,,520,"Branson, MO",Micropolitan Statistical Area,,"Springfield-Branson, MO",Taney County,Missouri,29,213,Central,MO
14720,,,"Breckenridge, CO",Micropolitan Statistical Area,,,Summit County,Colorado,08,117,Central,CO
14740,,500,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,,"Seattle-Tacoma, WA",Kitsap County,Washington,53,035,Central,WA
14780,,288,"Brenham, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Washington County,Texas,48,477,Central,TX
14820,,120,"Brevard, NC",Micropolitan Statistical Area,,"Asheville-Brevard, NC",Transylvania County,North Carolina,37,175,Central,NC
14860,,408,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Fairfield County,Connecticut,09,001,Central,CT
15020,,298,"Brookhaven, MS",Micropolitan Statistical Area,,"Jackson-Vicksburg-Brookhaven, MS",Lincoln County,Mississippi,28,085,Central,MS
15060,,,"Brookings, OR",Micropolitan Statistical Area,,,Curry County,Oregon,41,015,Central,OR
15100,,,"Brookings, SD",Micropolitan Statistical Area,,,Brookings County,South Dakota,46,011,Central,SD
15180,,154,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,,"Brownsville-Harlingen-Raymondville, TX",Cameron County,Texas,48,061,Central,TX
15220,,,"Brownwood, TX",Micropolitan Statistical Area,,,Brown County,Texas,48,049,Central,TX
15260,,,"Brunswick, GA",Metropolitan Statistical Area,,,Brantley County,Georgia,13,025,Outlying,GA
15260,,,"Brunswick, GA",Metropolitan Statistical Area,,,Glynn County,Georgia,13,127,Central,GA
15260,,,"Brunswick, GA",Metropolitan Statistical Area,,,McIntosh County,Georgia,13,191,Outlying,GA
15340,,360,"Bucyrus, OH",Micropolitan Statistical Area,,"Mansfield-Ashland-Bucyrus, OH",Crawford County,Ohio,39,033,Central,OH
15380,,160,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,,"Buffalo-Cheektowaga, NY",Erie County,New York,36,029,Central,NY
15380,,160,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,,"Buffalo-Cheektowaga, NY",Niagara County,New York,36,063,Central,NY
15420,,,"Burley, ID",Micropolitan Statistical Area,,,Cassia County,Idaho,16,031,Central,ID
15420,,,"Burley, ID",Micropolitan Statistical Area,,,Minidoka County,Idaho,16,067,Outlying,ID
15460,,,"Burlington, IA-IL",Micropolitan Statistical Area,,,Henderson County,Illinois,17,071,Outlying,IL
15460,,,"Burlington, IA-IL",Micropolitan Statistical Area,,,Des Moines County,Iowa,19,057,Central,IA
15500,,268,"Burlington, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Alamance County,North Carolina,37,001,Central,NC
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,,Chittenden County,Vermont,50,007,Central,VT
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,,Franklin County,Vermont,50,011,Outlying,VT
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,,Grand Isle County,Vermont,50,013,Outlying,VT
15580,,,"Butte-Silver Bow, MT",Micropolitan Statistical Area,,,Silver Bow County,Montana,30,093,Central,MT
15620,,,"Cadillac, MI",Micropolitan Statistical Area,,,Missaukee County,Michigan,26,113,Outlying,MI
15620,,,"Cadillac, MI",Micropolitan Statistical Area,,,Wexford County,Michigan,26,165,Central,MI
15660,,122,"Calhoun, GA",Micropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Gordon County,Georgia,13,129,Central,GA
15680,,548,"California-Lexington Park, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",St. Mary's County,Maryland,24,037,Central,MD
15700,,548,"Cambridge, MD",Micropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Dorchester County,Maryland,24,019,Central,MD
15740,,198,"Cambridge, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Guernsey County,Ohio,39,059,Central,OH
15780,,,"Camden, AR",Micropolitan Statistical Area,,,Calhoun County,Arkansas,05,013,Outlying,AR
15780,,,"Camden, AR",Micropolitan Statistical Area,,,Ouachita County,Arkansas,05,103,Central,AR
15820,,,"Campbellsville, KY",Micropolitan Statistical Area,,,Taylor County,Kentucky,21,217,Central,KY
15860,,444,"Cañon City, CO",Micropolitan Statistical Area,,"Pueblo-Cañon City, CO",Fremont County,Colorado,08,043,Central,CO
15900,,426,"Canton, IL",Micropolitan Statistical Area,,"Peoria-Canton, IL",Fulton County,Illinois,17,057,Central,IL
15940,,184,"Canton-Massillon, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Carroll County,Ohio,39,019,Outlying,OH
15940,,184,"Canton-Massillon, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Stark County,Ohio,39,151,Central,OH
15980,,162,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,,"Cape Coral-Fort Myers-Naples, FL",Lee County,Florida,12,071,Central,FL
16020,,164,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,,"Cape Girardeau-Sikeston, MO-IL",Alexander County,Illinois,17,003,Outlying,IL
16020,,164,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,,"Cape Girardeau-Sikeston, MO-IL",Bollinger County,Missouri,29,017,Outlying,MO
16020,,164,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,,"Cape Girardeau-Sikeston, MO-IL",Cape Girardeau County,Missouri,29,031,Central,MO
16060,,,"Carbondale-Marion, IL",Metropolitan Statistical Area,,,Jackson County,Illinois,17,077,Central,IL
16060,,,"Carbondale-Marion, IL",Metropolitan Statistical Area,,,Williamson County,Illinois,17,199,Central,IL
16100,,,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,,,Eddy County,New Mexico,35,015,Central,NM
16180,,456,"Carson City, NV",Metropolitan Statistical Area,,"Reno-Carson City-Fernley, NV",Carson City,Nevada,32,510,Central,NV
16220,,,"Casper, WY",Metropolitan Statistical Area,,,Natrona County,Wyoming,56,025,Central,WY
16260,,,"Cedar City, UT",Micropolitan Statistical Area,,,Iron County,Utah,49,021,Central,UT
16300,,168,"Cedar Rapids, IA",Metropolitan Statistical Area,,"Cedar Rapids-Iowa City, IA",Benton County,Iowa,19,011,Outlying,IA
16300,,168,"Cedar Rapids, IA",Metropolitan Statistical Area,,"Cedar Rapids-Iowa City, IA",Jones County,Iowa,19,105,Outlying,IA
16300,,168,"Cedar Rapids, IA",Metropolitan Statistical Area,,"Cedar Rapids-Iowa City, IA",Linn County,Iowa,19,113,Central,IA
16340,,122,"Cedartown, GA",Micropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Polk County,Georgia,13,233,Central,GA
16380,,338,"Celina, OH",Micropolitan Statistical Area,,"Lima-Van Wert-Celina, OH",Mercer County,Ohio,39,107,Central,OH
16460,,476,"Centralia, IL",Micropolitan Statistical Area,,"St. Louis-St. Charles-Farmington, MO-IL",Marion County,Illinois,17,121,Central,IL
16500,,500,"Centralia, WA",Micropolitan Statistical Area,,"Seattle-Tacoma, WA",Lewis County,Washington,53,041,Central,WA
16540,,548,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Franklin County,Pennsylvania,42,055,Central,PA
16580,,,"Champaign-Urbana, IL",Metropolitan Statistical Area,,,Champaign County,Illinois,17,019,Central,IL
16580,,,"Champaign-Urbana, IL",Metropolitan Statistical Area,,,Ford County,Illinois,17,053,Outlying,IL
16580,,,"Champaign-Urbana, IL",Metropolitan Statistical Area,,,Piatt County,Illinois,17,147,Outlying,IL
16620,,170,"Charleston, WV",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Boone County,West Virginia,54,005,Outlying,WV
16620,,170,"Charleston, WV",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Clay County,West Virginia,54,015,Outlying,WV
16620,,170,"Charleston, WV",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Kanawha County,West Virginia,54,039,Central,WV
16660,,,"Charleston-Mattoon, IL",Micropolitan Statistical Area,,,Coles County,Illinois,17,029,Central,IL
16660,,,"Charleston-Mattoon, IL",Micropolitan Statistical Area,,,Cumberland County,Illinois,17,035,Outlying,IL
16700,,,"Charleston-North Charleston, SC",Metropolitan Statistical Area,,,Berkeley County,South Carolina,45,015,Central,SC
16700,,,"Charleston-North Charleston, SC",Metropolitan Statistical Area,,,Charleston County,South Carolina,45,019,Central,SC
16700,,,"Charleston-North Charleston, SC",Metropolitan Statistical Area,,,Dorchester County,South Carolina,45,035,Central,SC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Cabarrus County,North Carolina,37,025,Outlying,NC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Gaston County,North Carolina,37,071,Outlying,NC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Iredell County,North Carolina,37,097,Central,NC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Lincoln County,North Carolina,37,109,Outlying,NC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Mecklenburg County,North Carolina,37,119,Central,NC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Rowan County,North Carolina,37,159,Outlying,NC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Union County,North Carolina,37,179,Central,NC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Chester County,South Carolina,45,023,Outlying,SC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Lancaster County,South Carolina,45,057,Outlying,SC
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",York County,South Carolina,45,091,Outlying,SC
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Albemarle County,Virginia,51,003,Central,VA
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Buckingham County,Virginia,51,029,Outlying,VA
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Fluvanna County,Virginia,51,065,Outlying,VA
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Greene County,Virginia,51,079,Outlying,VA
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Nelson County,Virginia,51,125,Outlying,VA
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Charlottesville city,Virginia,51,540,Central,VA
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Catoosa County,Georgia,13,047,Central,GA
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Dade County,Georgia,13,083,Outlying,GA
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Walker County,Georgia,13,295,Central,GA
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Hamilton County,Tennessee,47,065,Central,TN
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Marion County,Tennessee,47,115,Outlying,TN
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Sequatchie County,Tennessee,47,153,Outlying,TN
16940,,,"Cheyenne, WY",Metropolitan Statistical Area,,,Laramie County,Wyoming,56,021,Central,WY
16980,16974,176,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville, IL-IN-WI",Cook County,Illinois,17,031,Central,IL
16980,16974,176,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville, IL-IN-WI",DuPage County,Illinois,17,043,Central,IL
16980,16974,176,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville, IL-IN-WI",Grundy County,Illinois,17,063,Outlying,IL
16980,16974,176,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville, IL-IN-WI",Kendall County,Illinois,17,093,Central,IL
16980,16974,176,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville, IL-IN-WI",McHenry County,Illinois,17,111,Central,IL
16980,16974,176,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville, IL-IN-WI",Will County,Illinois,17,197,Central,IL
16980,20994,176,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Elgin, IL","Chicago-Naperville, IL-IN-WI",DeKalb County,Illinois,17,037,Outlying,IL
16980,20994,176,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Elgin, IL","Chicago-Naperville, IL-IN-WI",Kane County,Illinois,17,089,Central,IL
